entry_time,exit_time,direction,entry_price,exit_price,pnl,size
2025-10-12 23:00:00+00:00,2025-10-13 14:00:00+00:00,LONG,115289.11925781249,113947.5087421875,-5.567411320069985,0.0038249325872738837
2025-10-13 15:00:00+00:00,2025-10-14 04:00:00+00:00,LONG,114620.1540859375,112985.3780859375,-6.7195050824748055,0.0038446352955994975
2025-10-14 05:00:00+00:00,2025-10-14 09:00:00+00:00,LONG,112628.91483593748,111254.7198515625,-5.80725929709284,0.00390942842465113
2025-10-14 10:00:00+00:00,2025-10-14 21:00:00+00:00,LONG,110839.75246093748,113059.374328125,8.362454141448307,0.003969715671761203
2025-10-14 22:00:00+00:00,2025-10-15 15:00:00+00:00,SHORT,113146.412203125,110878.24403906248,8.396793716446904,0.0038922880223514933
2025-10-15 16:00:00+00:00,2025-10-16 12:00:00+00:00,LONG,110943.60621093749,111544.8513046875,1.9456554126699477,0.00397315591055111
2025-10-16 13:00:00+00:00,2025-10-16 15:00:00+00:00,SHORT,110805.9347109375,108621.94311718749,8.257421480323249,0.003978771433708406
2025-10-16 16:00:00+00:00,2025-10-16 20:00:00+00:00,LONG,109226.29686718748,107677.5349921875,-6.691834384459082,0.004039890830954521
2025-10-16 21:00:00+00:00,2025-10-17 07:00:00+00:00,SHORT,108329.1015234375,105671.581640625,10.386169040356531,0.0040700573915725844
2025-10-17 08:00:00+00:00,2025-10-17 15:00:00+00:00,SHORT,104888.2957734375,106827.36126562499,-8.609760318048549,0.004208314381428495
2025-10-17 16:00:00+00:00,2025-10-17 21:00:00+00:00,SHORT,106303.2543984375,107529.53930468748,-5.532718357976324,0.004148042013201849
2025-10-17 22:00:00+00:00,2025-10-18 18:00:00+00:00,SHORT,106929.93178125,106981.96102343748,-0.6552754030266598,0.004120938586682074
2025-10-18 19:00:00+00:00,2025-10-19 13:00:00+00:00,SHORT,106970.032265625,108236.8240078125,-5.663579705805597,0.004118881487296444
2025-10-19 14:00:00+00:00,2025-10-20 03:00:00+00:00,SHORT,108387.16059375,110321.42214843749,-8.30553049110688,0.004062212483036528
2025-10-20 13:00:00+00:00,2025-10-21 04:00:00+00:00,SHORT,111085.6703203125,107950.85864062498,11.98514626657144,0.003959596088209347
2025-10-21 05:00:00+00:00,2025-10-21 14:00:00+00:00,LONG,107679.39995312499,111928.67803125,16.92263910032311,0.004090212709600881
2025-10-21 15:00:00+00:00,2025-10-21 21:00:00+00:00,SHORT,113237.6880234375,111058.29891406248,8.05970963307707,0.0038967217392467655
