,entry_time,entry_price,position,size,stop_loss,take_profit,market_regime,volatility_pct,session,entry_type,exit_time,exit_price,pnl,return_pct,direction,volatility_state
219,2025-12-03 07:30:00+00:00,93104.955,1,0.07327880560730579,92520.65112437173,94273.56275125657,Trend_Up,1.2372092048586971,Asia,Pullback,2025-12-03 14:00:00+00:00,92520.65112437173,-42.81709011775987,-0.6275754879300213,Long,Normal
220,2025-12-03 17:30:00+00:00,92783.421,-1,0.05323997484164845,93583.62807736782,91183.00684526438,Trend_Up,1.2051307590736249,NY,Pullback,2025-12-03 21:45:00+00:00,93583.62807736782,-42.60300466717141,-0.8624461878462244,Short,Normal
221,2025-12-04 00:00:00+00:00,92958.8365,1,0.08520551244014532,92461.33359872218,93953.84230255564,Trend_Up,1.2056386206441392,Asia,Pullback,2025-12-04 01:15:00+00:00,92461.33359872218,-42.38998964383611,-0.535186239425259,Long,Normal
222,2025-12-04 01:30:00+00:00,93456.71,1,0.06294036180507463,92786.58293866787,94796.96412266429,Trend_Up,1.408233943564229,Asia,Pullback,2025-12-04 05:45:00+00:00,92786.58293866787,-42.17803969561629,-0.717045422776106,Long,Normal
223,2025-12-04 06:00:00+00:00,93061.56,1,0.13998834017441017,92761.76967857142,93661.14064285714,Trend_Up,1.1220353522771727,Asia,Pullback,2025-12-04 11:30:00+00:00,92761.76967857142,-41.96714949713928,-0.32214194714614297,Long,Normal
224,2025-12-04 15:00:00+00:00,92670.6,-1,0.0968314485418797,93101.83710714287,91808.12578571429,Neutral,0.8134249491357064,NY,Mean Reversion,2025-12-04 15:30:00+00:00,91808.12578571429,83.51462749930523,0.9306880653472772,Short,Normal
225,2025-12-04 15:45:00+00:00,93005.4955,-1,0.070572603586542,93603.1054044643,91810.27569107144,Neutral,0.8134249491357064,NY,Mean Reversion,2025-12-04 17:30:00+00:00,91810.27569107144,84.3497737742982,1.285106651497348,Short,Normal
226,2025-12-04 18:15:00+00:00,92495.1155,-1,0.06797398769869008,93121.77633303571,91241.79383392856,Neutral,0.8479460092350328,NY,Mean Reversion,2025-12-04 19:15:00+00:00,91241.79383392856,85.19327151204173,1.3550138937568423,Short,Normal
227,2025-12-04 20:45:00+00:00,92551.4,-1,0.08282543638107857,93070.83707142857,91512.52585714286,Neutral,0.911879558084945,NY,Mean Reversion,2025-12-05 09:15:00+00:00,91512.52585714286,86.04520422716138,1.122483444720596,Short,Normal
228,2025-12-05 12:30:00+00:00,91205.975,-1,0.1260642726072993,91550.66289004222,90516.59921991557,Neutral,0.6985479853996175,London,Mean Reversion,2025-12-05 13:30:00+00:00,90516.59921991557,86.90565626943349,0.7558449762577861,Short,Low
229,2025-12-05 15:00:00+00:00,91045.742,-1,0.0770237007136282,91615.53228545039,89906.16142909921,Trend_Down,0.910008321631061,NY,Pullback,2025-12-05 15:45:00+00:00,91615.53228545039,-43.88735641606376,-0.6258285922370668,Short,Normal
230,2025-12-05 18:00:00+00:00,89637.6255,-1,0.0422002321078317,90672.40463397256,87568.06723205485,Trend_Down,1.2184433428252588,NY,Pullback,2025-12-05 18:15:00+00:00,90672.40463397256,-43.667919633983374,-1.154402660936803,Short,Normal
231,2025-12-05 19:30:00+00:00,89505.15,-1,0.04312687756731691,90512.63263001404,87490.18473997193,Trend_Down,1.335233093188591,NY,Pullback,2025-12-06 14:15:00+00:00,90512.63263001404,-43.449580035813995,-1.1256141462407931,Short,Normal
232,2025-12-06 15:15:00+00:00,89682.325,1,0.13186163694525602,89354.4636664297,90338.0476671406,Neutral,0.5595621174588641,NY,Mean Reversion,2025-12-06 15:30:00+00:00,90338.0476671406,86.46466427127004,0.7311615383974599,Long,Low
233,2025-12-06 16:45:00+00:00,89746.884,1,0.08606037127054732,89239.51161928226,90761.62876143551,Neutral,0.6464136348215332,NY,Mean Reversion,2025-12-06 19:00:00+00:00,90761.62876143551,87.32931091398245,1.130674087175555,Long,Low
234,2025-12-06 22:30:00+00:00,89352.0715,-1,0.14653390132171196,89653.03463285715,88750.14523428574,Neutral,0.7417305508360068,Asia,Mean Reversion,2025-12-07 02:45:00+00:00,89653.03463285715,-44.10130201156163,-0.3368283776802436,Short,Low
235,2025-12-07 03:00:00+00:00,89606.3585,-1,0.20003918427388287,89825.7195,89167.63650000001,Neutral,0.755893345743276,Asia,Mean Reversion,2025-12-07 09:15:00+00:00,89167.63650000001,87.7615910030053,0.4896103438909352,Short,Low
236,2025-12-07 11:00:00+00:00,89272.65,-1,0.18190135890491482,89516.29635714286,88785.35728571427,Chaos,0.41291186997049784,London,Mean Reversion,2025-12-07 12:45:00+00:00,89516.29635714286,-44.31960345651866,-0.2729238542183538,Short,Low
237,2025-12-07 13:00:00+00:00,89334.2355,-1,0.18413376821249225,89573.72446428571,88855.25757142856,Chaos,0.46603568998687334,NY,Mean Reversion,2025-12-07 13:15:00+00:00,88855.25757142856,88.19601087847175,0.5361639083724314,Short,Low
238,2025-12-07 16:30:00+00:00,89471.9,-1,0.07847466983338672,90039.45874969834,88336.7825006033,Neutral,0.7084580637154486,NY,Mean Reversion,2025-12-07 17:15:00+00:00,90039.45874969834,-44.53898549362778,-0.6343430168559624,Short,Low
239,2025-12-07 20:45:00+00:00,91449.54,1,0.10212075988815016,91015.58033680616,92317.45932638766,Trend_Up,0.8589079192285958,NY,Pullback,2025-12-07 21:15:00+00:00,91015.58033680616,-44.31629056615993,-0.47453455008503376,Long,Normal
240,2025-12-07 21:30:00+00:00,90544.2975,1,0.1280414372664603,90199.9190702143,91233.05435957141,Neutral,0.954709433090109,Asia,Mean Reversion,2025-12-07 21:45:00+00:00,90199.9190702143,-44.09470911332852,-0.380342483507264,Long,Normal
241,2025-12-07 22:00:00+00:00,89374.1835,1,0.10260821478869976,88946.59360714286,90229.36328571428,Neutral,1.0289960948110413,Asia,Mean Reversion,2025-12-07 22:30:00+00:00,90229.36328571428,87.74847113552518,0.9568532569746843,Long,Normal
242,2025-12-07 22:45:00+00:00,89611.15,1,0.08869323600161869,89111.52928571428,90610.39142857141,Neutral,1.0289960948110413,Asia,Mean Reversion,2025-12-08 00:30:00+00:00,90610.39142857141,88.62595584687942,1.115086045175649,Long,Normal
243,2025-12-08 04:30:00+00:00,91241.308,1,0.11732593806512234,90859.83985714286,92004.24428571429,Neutral,1.0824213301921313,Asia,Mean Reversion,2025-12-08 09:00:00+00:00,92004.24428571429,89.51221540534858,0.836174209289376,Long,Normal
244,2025-12-08 11:30:00+00:00,91932.485,1,0.17923977205876904,91680.28835714285,92436.87828571428,Trend_Up,0.738704683365461,London,Pullback,2025-12-08 13:15:00+00:00,91680.28835714285,-45.20366877970177,-0.2743281037787098,Long,Low
245,2025-12-08 13:30:00+00:00,91655.085,1,0.15841047570813244,91371.15396428572,92222.94707142857,Neutral,0.6664354938493102,NY,Mean Reversion,2025-12-08 14:15:00+00:00,91371.15396428572,-44.97765043580218,-0.30978208761061343,Long,Low
246,2025-12-08 14:30:00+00:00,91504.625,1,0.09866414377051667,91051.03810942997,92411.79878114007,Neutral,0.7858481184492172,NY,Mean Reversion,2025-12-08 14:45:00+00:00,91051.03810942997,-44.7527621836234,-0.49569832188267376,Long,Low
247,2025-12-08 17:00:00+00:00,90133.725,-1,0.054020736528573726,90958.01954380269,88485.13591239465,Neutral,0.9379525958541444,NY,Mean Reversion,2025-12-08 18:45:00+00:00,90958.01954380269,-44.52899837270545,-0.9145239962097207,Short,Normal
248,2025-12-08 19:00:00+00:00,90063.8715,-1,0.06550359416245502,90740.26726037549,88711.079979249,Neutral,1.0527308251132124,NY,Mean Reversion,2025-12-08 20:45:00+00:00,90740.26726037549,-44.306353380841735,-0.7510178600033834,Short,Normal
249,2025-12-08 21:00:00+00:00,90749.7,-1,0.0877347349695725,91252.17854090204,89744.74291819593,Neutral,1.089208665413157,Asia,Mean Reversion,2025-12-08 21:30:00+00:00,91252.17854090204,-44.084821613938026,-0.5536971922794682,Short,Normal
250,2025-12-08 21:45:00+00:00,91320.9,-1,0.09380940581170996,91788.4906123306,90385.71877533878,Neutral,1.089208665413157,Asia,Mean Reversion,2025-12-09 00:45:00+00:00,90385.71877533878,87.72879501173534,1.0240604556691952,Short,Normal
